user_id,app_name,category,app_type,activity_type,timestamp,details
04d8cfa7-456b-41df-b0b3-f205dbd840f8,App5,Category5,Malware,crash,2024-05-02 17:01:02,App App5 from category Category5 crashed on user 04d8cfa7-456b-41df-b0b3-f205dbd840f8's device.
fa7bac61-4164-4493-9bdf-1176e31acf29,App4,Category4,Benign,crash,2024-05-16 20:43:40,App App4 from category Category4 crashed on user fa7bac61-4164-4493-9bdf-1176e31acf29's device.
37884ca2-09cb-4400-886c-c4b70edf28f3,App2,Category2,Benign,uninstall,2024-02-01 17:13:24,User 37884ca2-09cb-4400-886c-c4b70edf28f3 uninstalled App2 from category Category2.
c29d681b-35ec-4f4c-a09f-32b2151c7c5d,App1,Category1,Malware,open,2024-06-11 13:09:14,User c29d681b-35ec-4f4c-a09f-32b2151c7c5d opened App1 from category Category1.
b5f803a6-6fdf-48d3-82b7-87076c456e23,App2,Category2,Benign,open,2024-04-13 01:49:45,User b5f803a6-6fdf-48d3-82b7-87076c456e23 opened App2 from category Category2.
8bb1485b-14a7-4215-81e4-793d0932568c,App3,Category3,Malware,uninstall,2024-03-17 06:08:18,User 8bb1485b-14a7-4215-81e4-793d0932568c uninstalled App3 from category Category3.
55b7238d-7e41-4329-9977-4b0d1600f44a,App5,Category5,Malware,crash,2024-02-09 05:31:06,App App5 from category Category5 crashed on user 55b7238d-7e41-4329-9977-4b0d1600f44a's device.
dc902c48-81b9-4fa2-9b80-d996354d7eb4,App4,Category4,Benign,uninstall,2024-02-07 10:52:56,User dc902c48-81b9-4fa2-9b80-d996354d7eb4 uninstalled App4 from category Category4.
6a7bb21c-17c0-4b7d-bc8e-5ac91a752fe2,App4,Category4,Benign,crash,2024-03-12 17:19:58,App App4 from category Category4 crashed on user 6a7bb21c-17c0-4b7d-bc8e-5ac91a752fe2's device.
446ea3f6-50d8-436e-8e26-d66d2217907b,App4,Category4,Benign,update,2024-03-08 09:19:03,User 446ea3f6-50d8-436e-8e26-d66d2217907b updated App4 from category Category4.
ab9eb47a-05ac-4a11-9ddb-a0b2a47533dc,App1,Category1,Malware,install,2024-05-07 07:29:02,User ab9eb47a-05ac-4a11-9ddb-a0b2a47533dc installed App1 from category Category1.
80ff86f6-782a-4e93-a198-b4df6b7ab16f,App2,Category2,Benign,uninstall,2024-03-28 00:33:36,User 80ff86f6-782a-4e93-a198-b4df6b7ab16f uninstalled App2 from category Category2.
cfabad36-cc36-46d8-acba-35ed2ada00d4,App2,Category2,Benign,install,2024-03-12 16:38:22,User cfabad36-cc36-46d8-acba-35ed2ada00d4 installed App2 from category Category2.
9550f7b2-3de9-43f7-bfd8-729ea58db479,App2,Category2,Benign,crash,2024-03-06 15:11:43,App App2 from category Category2 crashed on user 9550f7b2-3de9-43f7-bfd8-729ea58db479's device.
a90f8a5d-f9d6-4b5b-b322-da4e5e0c2b4e,App2,Category2,Benign,crash,2024-06-04 14:25:43,App App2 from category Category2 crashed on user a90f8a5d-f9d6-4b5b-b322-da4e5e0c2b4e's device.
c4ec02a2-640b-4621-ad18-ee7c9bba9895,App5,Category5,Malware,open,2024-02-07 09:57:13,User c4ec02a2-640b-4621-ad18-ee7c9bba9895 opened App5 from category Category5.
3ea2d144-a6fa-44dc-b54f-3b45a238ec93,App4,Category4,Benign,install,2024-01-10 21:07:05,User 3ea2d144-a6fa-44dc-b54f-3b45a238ec93 installed App4 from category Category4.
1121a86f-6296-4e8b-b64d-d9addd08b582,App4,Category4,Benign,update,2024-02-15 23:15:17,User 1121a86f-6296-4e8b-b64d-d9addd08b582 updated App4 from category Category4.
f1f12a81-538b-40ad-ada5-78ad240115ba,App3,Category3,Malware,crash,2024-04-22 10:00:00,App App3 from category Category3 crashed on user f1f12a81-538b-40ad-ada5-78ad240115ba's device.
7f9da185-48aa-4bc4-9ce4-f87fc91d8806,App3,Category3,Malware,crash,2024-03-22 09:45:03,App App3 from category Category3 crashed on user 7f9da185-48aa-4bc4-9ce4-f87fc91d8806's device.
66c5b8ea-dbf2-4ca5-98f4-37de121be7c1,App2,Category2,Benign,install,2024-02-05 12:14:51,User 66c5b8ea-dbf2-4ca5-98f4-37de121be7c1 installed App2 from category Category2.
0d7e77ed-df8b-41d7-a0e2-437c875a7ea6,App4,Category4,Benign,update,2024-02-25 20:42:36,User 0d7e77ed-df8b-41d7-a0e2-437c875a7ea6 updated App4 from category Category4.
4d338bb9-3e64-4048-a84c-64927dee16e0,App2,Category2,Benign,open,2024-05-01 16:02:18,User 4d338bb9-3e64-4048-a84c-64927dee16e0 opened App2 from category Category2.
ea77c39e-b2a5-484d-a468-092fd5734390,App4,Category4,Benign,uninstall,2024-01-16 21:18:50,User ea77c39e-b2a5-484d-a468-092fd5734390 uninstalled App4 from category Category4.
005e2eb8-9b7e-4442-b55d-d05adc4294be,App5,Category5,Malware,update,2024-03-11 02:30:40,User 005e2eb8-9b7e-4442-b55d-d05adc4294be updated App5 from category Category5.
56c7d717-0f9c-45b3-b513-9de2b64305de,App5,Category5,Malware,crash,2024-03-20 12:26:26,App App5 from category Category5 crashed on user 56c7d717-0f9c-45b3-b513-9de2b64305de's device.
443be8c7-90ec-4a72-8cb0-650bcd4c73e9,App4,Category4,Benign,uninstall,2024-03-01 19:25:36,User 443be8c7-90ec-4a72-8cb0-650bcd4c73e9 uninstalled App4 from category Category4.
ae1ffda0-8595-4445-910d-b2b39c4985a8,App2,Category2,Benign,crash,2024-04-04 11:10:21,App App2 from category Category2 crashed on user ae1ffda0-8595-4445-910d-b2b39c4985a8's device.
5983a1d9-7c56-411a-9f57-f3d7a261b84d,App1,Category1,Malware,crash,2024-04-10 21:30:13,App App1 from category Category1 crashed on user 5983a1d9-7c56-411a-9f57-f3d7a261b84d's device.
cff5a613-949b-4b16-817c-1109f7e757d5,App4,Category4,Benign,update,2024-04-05 07:39:12,User cff5a613-949b-4b16-817c-1109f7e757d5 updated App4 from category Category4.
d77926ef-d164-49e7-b56a-20534f01808b,App4,Category4,Benign,open,2024-03-12 09:04:54,User d77926ef-d164-49e7-b56a-20534f01808b opened App4 from category Category4.
41b45d50-2beb-45b4-97b2-253cd5d1a137,App5,Category5,Malware,open,2024-01-05 14:25:35,User 41b45d50-2beb-45b4-97b2-253cd5d1a137 opened App5 from category Category5.
a941b507-b38e-42c2-b98f-5195699578cd,App3,Category3,Malware,update,2024-02-15 11:44:43,User a941b507-b38e-42c2-b98f-5195699578cd updated App3 from category Category3.
32c60560-66e8-4319-bae1-7f4335de1fa5,App2,Category2,Benign,uninstall,2024-02-22 07:33:53,User 32c60560-66e8-4319-bae1-7f4335de1fa5 uninstalled App2 from category Category2.
8cae4922-a721-412e-a756-9088d7b19298,App3,Category3,Malware,uninstall,2024-02-21 00:59:56,User 8cae4922-a721-412e-a756-9088d7b19298 uninstalled App3 from category Category3.
42845187-b8f2-4ea7-9091-f2d13f463382,App5,Category5,Malware,update,2024-01-30 16:56:09,User 42845187-b8f2-4ea7-9091-f2d13f463382 updated App5 from category Category5.
5ee9db52-ada3-4e61-9780-55a5df609056,App2,Category2,Benign,open,2024-03-10 04:45:38,User 5ee9db52-ada3-4e61-9780-55a5df609056 opened App2 from category Category2.
75965979-a7be-4c18-a418-2d39849b3541,App3,Category3,Malware,update,2024-06-05 02:28:28,User 75965979-a7be-4c18-a418-2d39849b3541 updated App3 from category Category3.
a3d0838c-befd-4111-89e6-fb878559f7c5,App3,Category3,Malware,crash,2024-05-14 18:02:42,App App3 from category Category3 crashed on user a3d0838c-befd-4111-89e6-fb878559f7c5's device.
f514e6a6-e75a-48c3-a057-61eeb2295f7f,App1,Category1,Malware,crash,2024-02-14 18:12:30,App App1 from category Category1 crashed on user f514e6a6-e75a-48c3-a057-61eeb2295f7f's device.
33721822-b270-4055-a78e-7876c657f266,App5,Category5,Malware,crash,2024-05-29 02:58:32,App App5 from category Category5 crashed on user 33721822-b270-4055-a78e-7876c657f266's device.
36eec63e-deaf-457f-aa21-c37b8aa9049b,App5,Category5,Malware,update,2024-03-12 09:09:13,User 36eec63e-deaf-457f-aa21-c37b8aa9049b updated App5 from category Category5.
a10a7b92-9c46-4878-a7f0-d72d344b1a3f,App1,Category1,Malware,update,2024-04-27 15:49:36,User a10a7b92-9c46-4878-a7f0-d72d344b1a3f updated App1 from category Category1.
5d3eeaf6-ac15-4343-9b7e-734aa9a5734b,App5,Category5,Malware,crash,2024-01-07 18:52:29,App App5 from category Category5 crashed on user 5d3eeaf6-ac15-4343-9b7e-734aa9a5734b's device.
51a4e5aa-ec77-4692-8ee6-71b6e62fb818,App4,Category4,Benign,uninstall,2024-04-28 00:32:23,User 51a4e5aa-ec77-4692-8ee6-71b6e62fb818 uninstalled App4 from category Category4.
d75c6961-ddb5-4f7e-a67a-9100b2313274,App1,Category1,Malware,install,2024-03-10 19:10:48,User d75c6961-ddb5-4f7e-a67a-9100b2313274 installed App1 from category Category1.
e97a8616-b4bb-42b6-bde0-232869011fda,App2,Category2,Benign,open,2024-03-19 16:14:54,User e97a8616-b4bb-42b6-bde0-232869011fda opened App2 from category Category2.
9c96974a-b48f-4156-9756-8a0915aa52e2,App3,Category3,Malware,open,2024-04-27 22:15:03,User 9c96974a-b48f-4156-9756-8a0915aa52e2 opened App3 from category Category3.
27663bcb-e067-4d44-964c-97146d149a72,App5,Category5,Malware,crash,2024-03-05 06:41:08,App App5 from category Category5 crashed on user 27663bcb-e067-4d44-964c-97146d149a72's device.
514cad6c-2769-413c-ac7e-3774369251b9,App4,Category4,Benign,update,2024-04-16 04:57:19,User 514cad6c-2769-413c-ac7e-3774369251b9 updated App4 from category Category4.
b4ac487b-e78d-4c3b-b849-868c92865a9d,App3,Category3,Malware,uninstall,2024-04-06 11:53:30,User b4ac487b-e78d-4c3b-b849-868c92865a9d uninstalled App3 from category Category3.
9874ce1c-2117-4779-8794-7c30400017d1,App4,Category4,Benign,uninstall,2024-04-29 14:25:58,User 9874ce1c-2117-4779-8794-7c30400017d1 uninstalled App4 from category Category4.
9922a135-b30f-4916-adb1-3809c78dc0e0,App5,Category5,Malware,install,2024-05-03 07:46:10,User 9922a135-b30f-4916-adb1-3809c78dc0e0 installed App5 from category Category5.
34e81958-8ac7-4c6d-a4eb-4cfd8b4a171f,App3,Category3,Malware,install,2024-05-09 22:44:12,User 34e81958-8ac7-4c6d-a4eb-4cfd8b4a171f installed App3 from category Category3.
ac7f260e-1e6b-4140-bb60-11f69be21b6b,App3,Category3,Malware,crash,2024-05-27 15:49:10,App App3 from category Category3 crashed on user ac7f260e-1e6b-4140-bb60-11f69be21b6b's device.
9742fc22-6a6a-49ef-92ac-c022a8f600aa,App2,Category2,Benign,update,2024-05-03 11:30:48,User 9742fc22-6a6a-49ef-92ac-c022a8f600aa updated App2 from category Category2.
4b3c1cf2-bb4c-4cd9-af12-c0311d314d69,App4,Category4,Benign,update,2024-03-22 19:43:52,User 4b3c1cf2-bb4c-4cd9-af12-c0311d314d69 updated App4 from category Category4.
94d1efc9-8067-4aba-b23f-895289cf31af,App3,Category3,Malware,uninstall,2024-03-17 23:36:23,User 94d1efc9-8067-4aba-b23f-895289cf31af uninstalled App3 from category Category3.
7f95095d-c814-446b-9906-81a5b59b3c8c,App3,Category3,Malware,update,2024-04-04 11:39:43,User 7f95095d-c814-446b-9906-81a5b59b3c8c updated App3 from category Category3.
128bd7ec-2227-4f50-bdaa-38d28258422d,App3,Category3,Malware,update,2024-05-14 14:58:44,User 128bd7ec-2227-4f50-bdaa-38d28258422d updated App3 from category Category3.
489facc6-ff3b-4e43-8235-c3f4b4b3f1c2,App4,Category4,Benign,install,2024-02-18 05:42:23,User 489facc6-ff3b-4e43-8235-c3f4b4b3f1c2 installed App4 from category Category4.
90370239-e57b-40b8-affe-62c4bb83c32f,App5,Category5,Malware,install,2024-04-20 13:14:33,User 90370239-e57b-40b8-affe-62c4bb83c32f installed App5 from category Category5.
8d9d4688-c51f-4e2e-b506-4429a54dc669,App1,Category1,Malware,uninstall,2024-03-10 21:36:53,User 8d9d4688-c51f-4e2e-b506-4429a54dc669 uninstalled App1 from category Category1.
757ff926-297e-4ba2-96b1-25f783746062,App3,Category3,Malware,crash,2024-03-25 09:46:02,App App3 from category Category3 crashed on user 757ff926-297e-4ba2-96b1-25f783746062's device.
60c1c200-7830-4585-8688-093d450ca3e9,App2,Category2,Benign,crash,2024-01-24 02:08:16,App App2 from category Category2 crashed on user 60c1c200-7830-4585-8688-093d450ca3e9's device.
1e35c367-5baa-4dd1-8535-00b8a2eece46,App2,Category2,Benign,install,2024-05-04 22:59:11,User 1e35c367-5baa-4dd1-8535-00b8a2eece46 installed App2 from category Category2.
7144464c-0cd5-41d8-94d0-c827a5fdb27c,App2,Category2,Benign,install,2024-02-04 05:31:47,User 7144464c-0cd5-41d8-94d0-c827a5fdb27c installed App2 from category Category2.
009a0322-882a-4ab2-838c-163759350f0c,App5,Category5,Malware,open,2024-02-19 22:43:18,User 009a0322-882a-4ab2-838c-163759350f0c opened App5 from category Category5.
044a02f7-cbc7-4429-a973-5872e48db1ce,App1,Category1,Malware,update,2024-05-04 23:48:38,User 044a02f7-cbc7-4429-a973-5872e48db1ce updated App1 from category Category1.
e4125bf8-36ff-4504-97e9-a202e110d97f,App3,Category3,Malware,open,2024-03-30 12:29:03,User e4125bf8-36ff-4504-97e9-a202e110d97f opened App3 from category Category3.
6df89f28-91af-468e-8fba-a0e9978bee41,App2,Category2,Benign,uninstall,2024-01-16 13:42:33,User 6df89f28-91af-468e-8fba-a0e9978bee41 uninstalled App2 from category Category2.
0a7dc3b7-49c6-424f-91ca-67c2b48eba35,App1,Category1,Malware,install,2024-05-27 08:25:51,User 0a7dc3b7-49c6-424f-91ca-67c2b48eba35 installed App1 from category Category1.
a2451892-ec4b-433a-9503-d47cccb8f5c7,App2,Category2,Benign,uninstall,2024-04-29 08:00:43,User a2451892-ec4b-433a-9503-d47cccb8f5c7 uninstalled App2 from category Category2.
ba702860-0d71-4cb9-9f6a-af8dfe92eb7c,App1,Category1,Malware,open,2024-03-13 10:08:48,User ba702860-0d71-4cb9-9f6a-af8dfe92eb7c opened App1 from category Category1.
5df08dc5-dcb0-4848-8660-ec1f421bc8ad,App3,Category3,Malware,crash,2024-03-19 01:54:45,App App3 from category Category3 crashed on user 5df08dc5-dcb0-4848-8660-ec1f421bc8ad's device.
8fbfc0cf-0366-4dfa-b207-4f970bfaa314,App2,Category2,Benign,open,2024-06-10 02:37:57,User 8fbfc0cf-0366-4dfa-b207-4f970bfaa314 opened App2 from category Category2.
7a6572e7-ef91-4156-9e36-89525dd39f3a,App5,Category5,Malware,open,2024-03-27 15:15:06,User 7a6572e7-ef91-4156-9e36-89525dd39f3a opened App5 from category Category5.
e3f8fd51-3639-41a9-ad22-99ace96ff53d,App2,Category2,Benign,install,2024-05-25 15:40:48,User e3f8fd51-3639-41a9-ad22-99ace96ff53d installed App2 from category Category2.
c35e0955-0b1c-4731-ac28-8b5e27d93254,App5,Category5,Malware,uninstall,2024-02-14 19:27:36,User c35e0955-0b1c-4731-ac28-8b5e27d93254 uninstalled App5 from category Category5.
4421ab0e-9c25-476f-b65c-c867110061cd,App2,Category2,Benign,install,2024-04-06 14:45:44,User 4421ab0e-9c25-476f-b65c-c867110061cd installed App2 from category Category2.
aa768384-4a0e-4e06-a272-e1ca6cfc44e0,App1,Category1,Malware,crash,2024-06-01 10:33:33,App App1 from category Category1 crashed on user aa768384-4a0e-4e06-a272-e1ca6cfc44e0's device.
f8c9bd48-2795-4ad5-a643-0ed7e603268d,App3,Category3,Malware,open,2024-04-30 10:28:02,User f8c9bd48-2795-4ad5-a643-0ed7e603268d opened App3 from category Category3.
c781a65d-9262-4a88-bf0f-d22fe06fb4ba,App5,Category5,Malware,open,2024-05-29 09:24:53,User c781a65d-9262-4a88-bf0f-d22fe06fb4ba opened App5 from category Category5.
f2adc3dd-22a0-4615-8ecc-5f181f65b3c3,App2,Category2,Benign,install,2024-03-18 21:49:03,User f2adc3dd-22a0-4615-8ecc-5f181f65b3c3 installed App2 from category Category2.
fcde965e-ecdc-4c83-b8e3-38a10a21368d,App3,Category3,Malware,crash,2024-04-05 07:41:28,App App3 from category Category3 crashed on user fcde965e-ecdc-4c83-b8e3-38a10a21368d's device.
f93045ae-7315-47a0-b2ad-a1534e0593ed,App1,Category1,Malware,uninstall,2024-02-17 06:05:46,User f93045ae-7315-47a0-b2ad-a1534e0593ed uninstalled App1 from category Category1.
12db67c3-8835-4a66-8613-9c3cfc94cb4f,App5,Category5,Malware,install,2024-05-12 07:35:03,User 12db67c3-8835-4a66-8613-9c3cfc94cb4f installed App5 from category Category5.
ca29e1a0-de7d-4f4d-8ad7-5dab146bfe7f,App2,Category2,Benign,open,2024-04-29 03:02:10,User ca29e1a0-de7d-4f4d-8ad7-5dab146bfe7f opened App2 from category Category2.
c018ddcd-26e8-4f83-9510-82c182505269,App1,Category1,Malware,update,2024-02-20 09:59:10,User c018ddcd-26e8-4f83-9510-82c182505269 updated App1 from category Category1.
1b5533d7-ee5e-4a33-a041-e3af5b3cc77f,App4,Category4,Benign,crash,2024-05-12 13:21:03,App App4 from category Category4 crashed on user 1b5533d7-ee5e-4a33-a041-e3af5b3cc77f's device.
1bb0d0f7-90aa-4850-afc0-06a57a37025b,App1,Category1,Malware,uninstall,2024-03-13 16:05:09,User 1bb0d0f7-90aa-4850-afc0-06a57a37025b uninstalled App1 from category Category1.
91f8fe7b-bcc8-410d-8cbb-06090b14be40,App2,Category2,Benign,open,2024-01-16 19:35:06,User 91f8fe7b-bcc8-410d-8cbb-06090b14be40 opened App2 from category Category2.
e3111762-64e5-49df-86aa-765476f46380,App4,Category4,Benign,crash,2024-05-25 21:32:29,App App4 from category Category4 crashed on user e3111762-64e5-49df-86aa-765476f46380's device.
1f10679d-64ec-4d0e-b060-9e5020a1456c,App2,Category2,Benign,uninstall,2024-03-30 19:53:13,User 1f10679d-64ec-4d0e-b060-9e5020a1456c uninstalled App2 from category Category2.
6fd63b48-192a-43b1-a4fe-1ee051b4e164,App5,Category5,Malware,install,2024-04-22 06:49:21,User 6fd63b48-192a-43b1-a4fe-1ee051b4e164 installed App5 from category Category5.
7a7c9fbd-2152-4ad6-b77e-ba861491816e,App1,Category1,Malware,open,2024-01-06 08:42:41,User 7a7c9fbd-2152-4ad6-b77e-ba861491816e opened App1 from category Category1.
34c25e84-4b15-4df2-b340-d153b56d622a,App5,Category5,Malware,install,2024-01-13 07:19:03,User 34c25e84-4b15-4df2-b340-d153b56d622a installed App5 from category Category5.
87839a17-b0ff-4e05-9689-2bd11127609a,App2,Category2,Benign,crash,2024-01-15 16:03:14,App App2 from category Category2 crashed on user 87839a17-b0ff-4e05-9689-2bd11127609a's device.
7679d545-a3d6-4ae7-9e49-90d738b654ba,App1,Category1,Malware,install,2024-03-06 17:52:49,User 7679d545-a3d6-4ae7-9e49-90d738b654ba installed App1 from category Category1.
0423bae5-ce28-4c04-9fac-21e0b4198511,App3,Category3,Malware,uninstall,2024-05-22 03:11:36,User 0423bae5-ce28-4c04-9fac-21e0b4198511 uninstalled App3 from category Category3.
d34c2ef2-1dae-45b7-8e98-42b10c2c0a1c,App4,Category4,Benign,install,2024-01-09 20:51:47,User d34c2ef2-1dae-45b7-8e98-42b10c2c0a1c installed App4 from category Category4.
c2240860-9a8a-42a5-b383-aa45658dd4f2,App1,Category1,Malware,open,2024-04-23 18:20:42,User c2240860-9a8a-42a5-b383-aa45658dd4f2 opened App1 from category Category1.
f9175352-38a2-454f-89e7-3dc18961d48c,App4,Category4,Benign,open,2024-02-15 00:20:33,User f9175352-38a2-454f-89e7-3dc18961d48c opened App4 from category Category4.
4305e7cb-8021-4797-8a1d-f33d20296e62,App1,Category1,Malware,crash,2024-06-12 09:04:55,App App1 from category Category1 crashed on user 4305e7cb-8021-4797-8a1d-f33d20296e62's device.
eec86ad0-329a-4bc3-8df2-47d6f3c78ac5,App3,Category3,Malware,uninstall,2024-02-27 07:25:54,User eec86ad0-329a-4bc3-8df2-47d6f3c78ac5 uninstalled App3 from category Category3.
22245220-d258-4abd-96ce-afaaad04b185,App2,Category2,Benign,install,2024-02-28 23:23:36,User 22245220-d258-4abd-96ce-afaaad04b185 installed App2 from category Category2.
e51e127d-f21a-487b-9817-9f8f62a89b71,App1,Category1,Malware,open,2024-03-20 17:23:44,User e51e127d-f21a-487b-9817-9f8f62a89b71 opened App1 from category Category1.
d2b5d29e-de7f-4a5a-8abc-0833770e6c24,App3,Category3,Malware,open,2024-02-23 14:02:03,User d2b5d29e-de7f-4a5a-8abc-0833770e6c24 opened App3 from category Category3.
1860647c-4d58-4deb-a76d-858ee3cc8ba8,App1,Category1,Malware,update,2024-04-06 05:03:07,User 1860647c-4d58-4deb-a76d-858ee3cc8ba8 updated App1 from category Category1.
779f10ed-df15-4c09-a533-8e94c5221dab,App3,Category3,Malware,uninstall,2024-05-12 10:23:50,User 779f10ed-df15-4c09-a533-8e94c5221dab uninstalled App3 from category Category3.
cd8cadea-14ed-497e-a0bb-d713e40b2cee,App3,Category3,Malware,crash,2024-02-22 05:24:01,App App3 from category Category3 crashed on user cd8cadea-14ed-497e-a0bb-d713e40b2cee's device.
79b768c7-e766-4e9a-b7aa-80ad68f4b7dd,App3,Category3,Malware,uninstall,2024-02-21 18:53:17,User 79b768c7-e766-4e9a-b7aa-80ad68f4b7dd uninstalled App3 from category Category3.
7331117a-caa2-4313-9e59-48eb04bcbc70,App4,Category4,Benign,install,2024-03-09 07:33:27,User 7331117a-caa2-4313-9e59-48eb04bcbc70 installed App4 from category Category4.
90008b73-b235-4861-9537-19352a95ced1,App1,Category1,Malware,crash,2024-04-02 23:54:43,App App1 from category Category1 crashed on user 90008b73-b235-4861-9537-19352a95ced1's device.
98065c36-5453-46f2-a224-9ed8a44548db,App4,Category4,Benign,open,2024-01-30 17:15:17,User 98065c36-5453-46f2-a224-9ed8a44548db opened App4 from category Category4.
